,ID,Title,ImageURL,Genres,emotion_label_1,emotion_label_2
17,1087822,Hellboy: The Crooked Man,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iz2GabtToVB05gLTVSH7ZvFtsMM.jpg,"Fantasy, Horror, Action",fear,neutral
18,573435,Bad Boys: Ride or Die,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oGythE98MYleE6mZlGs5oBGkux1.jpg,"Action, Crime, Thriller, Comedy",sadness,anger
19,663712,Terrifier 2,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8gLhu8UFPZfH2Hv11JhTZkb9CVl.jpg,"Horror, Thriller",fear,disgust
20,1215162,Kill 'em All 2,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hgA5hN3NjNNSTXYOmAI6KNKOzbp.jpg,"Action, Crime, Thriller",neutral,fear
21,1114513,Speak No Evil,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fDtkrO2OAF8LKQTdzYmu1Y7lCLB.jpg,"Horror, Thriller",fear,neutral
22,420634,Terrifier,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wmVLWbiMmlA3Savm7jjvbExwGC3.jpg,"Horror, Thriller",fear,disgust
23,945961,Alien: Romulus,https://image.tmdb.org/t/p/w600_and_h900_bestv2/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg,"Science Fiction, Horror, Action",fear,neutral
24,1337309,Bangkok Breaking: Heaven and Hell,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6VeDn4oIeUK4XwjWGWMb6qvMImQ.jpg,"Action, Crime, Drama, Thriller",fear,neutral
25,1190868,V/H/S/Beyond,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wXaf6VGNHIGU7qivapGOF7o4o4N.jpg,"Horror, Science Fiction, Thriller",sadness,fear
26,718821,Twisters,https://image.tmdb.org/t/p/w600_and_h900_bestv2/pjnD08FlMAIXsfOLKQbvmO0f0MD.jpg,"Action, Adventure, Thriller",fear,neutral
27,889737,Joker: Folie à Deux,https://image.tmdb.org/t/p/w600_and_h900_bestv2/if8QiqCI7WAGImKcJCfzp6VTyKA.jpg,"Drama, Crime, Thriller",fear,sadness
28,823219,Flow,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dzDMewC0Hwv01SROiWgKOi4iOc1.jpg,"Animation, Fantasy, Adventure",sadness,neutral
29,748230,Salem's Lot,https://image.tmdb.org/t/p/w600_and_h900_bestv2/j7ncdqBVufydVzVtxmXu8Ago4ox.jpg,"Horror, Mystery",disgust,anger
30,1029235,Azrael,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qpdFKDvJS7oLKTcBLXOaMwUESbs.jpg,"Action, Horror, Thriller",disgust,anger
31,639720,IF,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xbKFv4KF3sVYuWKllLlwWDmuZP7.jpg,"Comedy, Fantasy, Family",neutral,disgust
32,365177,Borderlands,https://image.tmdb.org/t/p/w600_and_h900_bestv2/865DntZzOdX6rLMd405R0nFkLmL.jpg,"Action, Science Fiction, Comedy",neutral,fear
33,1147710,Hijack 1971,https://image.tmdb.org/t/p/w600_and_h900_bestv2/68jNkFi61MQjrJEqj2up5wZ4w5R.jpg,"Crime, Action, Thriller",fear,anger
34,1139095,Little Bites,https://image.tmdb.org/t/p/w600_and_h900_bestv2/uY65kuHRKRnAPKGapiPXAl7nAs7.jpg,Horror,disgust,neutral
35,475557,Joker,https://image.tmdb.org/t/p/w600_and_h900_bestv2/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,"Crime, Thriller, Drama",disgust,fear
36,1331344,No Voltees,https://image.tmdb.org/t/p/w600_and_h900_bestv2/g3ZeqO6cNvr6cbfUn2FYZ7wAZ6f.jpg,Horror,anger,disgust
37,1358752,Skinford 2: The Curse,https://image.tmdb.org/t/p/w600_and_h900_bestv2/auWtuSMLyiViVefPsj9JZA84n9I.jpg,"Thriller, Action",,
38,72808,The Flesh,https://image.tmdb.org/t/p/w600_and_h900_bestv2/quhlqvkeRZN6tZrDSfJ41en6CDs.jpg,"Drama, Romance",disgust,neutral
39,354912,Coco,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,"Family, Animation, Music, Adventure",neutral,fear
40,949484,Hounds of War,https://image.tmdb.org/t/p/w600_and_h900_bestv2/lRBT73EWsiQPuqK3YS3BnBW0Zwi.jpg,"Action, Thriller",anger,disgust
41,4011,Beetlejuice,https://image.tmdb.org/t/p/w600_and_h900_bestv2/nnl6OWkyPpuMm595hmAxNW3rZFn.jpg,"Fantasy, Comedy",fear,disgust
42,592695,Pleasure,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7Z2K08J0WantJHNa0vLTOmii41l.jpg,Drama,sadness,surprise
43,748783,The Garfield Movie,https://image.tmdb.org/t/p/w600_and_h900_bestv2/p6AbOJvMQhBmffd0PIv0u8ghWeY.jpg,"Animation, Comedy, Family, Adventure, Action",joy,neutral
44,1207830,Gracie & Pedro: Pets to the Rescue,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1agSI7NGvagr720za8XAubtqUoB.jpg,"Animation, Adventure, Comedy, Family",joy,neutral
45,912649,Venom: The Last Dance,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8mRrl8lc7TrbdA1PFzUhQ0nFZ7R.jpg,"Action, Science Fiction, Adventure",fear,sadness
46,1024127,King of Killers,https://image.tmdb.org/t/p/w600_and_h900_bestv2/x5AreOAgkTBzUSL58o4jsYortw2.jpg,"Action, Thriller",neutral,disgust
47,840705,Blink Twice,https://image.tmdb.org/t/p/w600_and_h900_bestv2/lZGOK0I2DJSRlEPNOAFTSNxSjDD.jpg,"Mystery, Thriller, Horror",fear,disgust
48,1064028,Subservience,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gBenxR01Uy0Ev9RTIw6dVBPoyQU.jpg,"Science Fiction, Thriller, Horror",sadness,neutral
49,1014661,House of Spoils,https://image.tmdb.org/t/p/w600_and_h900_bestv2/udfMAdiyKhgAS47dRXEnXo6tHt6.jpg,"Horror, Thriller",fear,neutral
50,762441,A Quiet Place: Day One,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hU42CRk14JuPEdqZG3AWmagiPAP.jpg,"Horror, Science Fiction, Thriller",fear,neutral
51,86328,Terrifier,https://image.tmdb.org/t/p/w600_and_h900_bestv2/uP5k78WkCVrxrFp4AJflHbC61Ao.jpg,Horror,disgust,anger
52,698687,Transformers One,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qbkAqmmEIZfrCO8ZQAuIuVMlWoV.jpg,"Animation, Science Fiction, Adventure, Family, Action",neutral,sadness
53,619264,The Platform,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8ZX18L5m6rH5viSYpRnTSbb9eXh.jpg,"Drama, Science Fiction, Thriller",fear,neutral
54,653346,Kingdom of the Planet of the Apes,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gKkl37BQuKTanygYQG1pyYgLVgf.jpg,"Science Fiction, Adventure, Action",fear,neutral
55,1160018,Kill,https://image.tmdb.org/t/p/w600_and_h900_bestv2/m2zXTuNPkywdYLyWlVyJZW2QOJH.jpg,"Action, Crime, Thriller, Drama",fear,anger
56,1186532,The Forge,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vXW1I7HGZkeGUqw8QpGFiDA31Ih.jpg,"Drama, Family",anger,sadness
57,831815,Saving Bikini Bottom: The Sandy Cheeks Movie,https://image.tmdb.org/t/p/w600_and_h900_bestv2/30YnfZdMNIV7noWLdvmcJS0cbnQ.jpg,"Animation, Comedy, Adventure, Family",neutral,disgust
58,1030076,Padre no hay más que uno 4: Campanas de boda,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hTMvGolGJLF0GQ7mlwNjbXpsPZ.jpg,"Family, Comedy",anger,neutral
59,1052280,It's What's Inside,https://image.tmdb.org/t/p/w600_and_h900_bestv2/32Lfs4nbLehgbXI8VTeYg5jgIQt.jpg,"Comedy, Mystery, Science Fiction",fear,surprise
60,1139713,The Radleys,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kaEc9t2CjHddXJyJLd9GQcDURcX.jpg,"Comedy, Horror, Thriller",neutral,fear
61,974262,Descendants: The Rise of Red,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8fYluTtB3b3HKO7KQa5tzrvGaps.jpg,"Fantasy, Adventure, Family, Comedy",anger,fear
62,1186947,Outlaw,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rGS8SzheANVQicNba0GCE6w1XHb.jpg,"Action, Crime, Drama",disgust,anger
63,1201734,God of Pain,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dF0FAFCfILaor5RBqdNHq24OaIn.jpg,"Horror, Science Fiction, Thriller",fear,disgust
64,807339,Apartment 7A,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vZjEqA5MYEBinqIk0vXn9l7Le1R.jpg,"Horror, Thriller",fear,sadness
65,1129598,Prey,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aOsPclgSiOqhndI2Xp2ksz2g9n6.jpg,"Action, Thriller, Horror",fear,anger
66,1062215,Afraid,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gUREuXCnJLVHsvKXDH9fgIcfM6e.jpg,"Horror, Science Fiction, Thriller",neutral,anger
67,1011985,Kung Fu Panda 4,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kDp1vUBnMpe8ak4rjgl3cLELqjU.jpg,"Animation, Family, Fantasy, Action",neutral,disgust
68,786892,Furiosa: A Mad Max Saga,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iADOJ8Zymht2JPMoy3R7xceZprc.jpg,"Action, Adventure, Science Fiction",fear,sadness
69,216015,Fifty Shades of Grey,https://image.tmdb.org/t/p/w600_and_h900_bestv2/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg,"Drama, Romance, Thriller",fear,neutral
70,7451,xXx,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,"Action, Adventure, Thriller, Crime",joy,neutral
71,228150,Fury,https://image.tmdb.org/t/p/w600_and_h900_bestv2/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,"War, Drama, Action",anger,fear
72,1010581,My Fault,https://image.tmdb.org/t/p/w600_and_h900_bestv2/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,"Romance, Drama",neutral,disgust
74,1147416,"Miraculous World, London: At the Edge of Time",https://image.tmdb.org/t/p/w600_and_h900_bestv2/g4ShHhp0WOnVlpaOo3A8pKQlj3r.jpg,"Animation, Adventure, Action, Fantasy",neutral,surprise
75,1012148,Chapel,https://image.tmdb.org/t/p/w600_and_h900_bestv2/94sIggRUBioP19m3vJQfV3lq6Z6.jpg,"Mystery, Thriller",disgust,fear
76,1029281,Strange Darling,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kWNCRgt3ocv19bYO0sk7TRuZuFY.jpg,"Crime, Horror, Thriller",disgust,anger
77,929590,Civil War,https://image.tmdb.org/t/p/w600_and_h900_bestv2/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,"War, Action, Drama",neutral,fear
78,718014,Hold Your Breath,https://image.tmdb.org/t/p/w600_and_h900_bestv2/cRTDtSjv2RMCokS6naed4RBsuQT.jpg,"Horror, Thriller, Drama",fear,disgust
79,13194,Highlander: The Search for Vengeance,https://image.tmdb.org/t/p/w600_and_h900_bestv2/f4htbMf2LORgMjKn0litcUFWuWY.jpg,"Action, Animation, Fantasy, Science Fiction",fear,neutral
80,1357459,Tatsulok: Tatlo Magkasalo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/15B2oabjTSiydkqsV05jX2IV1Dq.jpg,"Drama, Romance",disgust,neutral
81,567811,10 Lives,https://image.tmdb.org/t/p/w600_and_h900_bestv2/r2D7MkNocsqKOqGnnGEQThU26JS.jpg,"Animation, Comedy, Family, Fantasy",sadness,joy
82,210577,Gone Girl,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ts996lKsxvjkO2yiYG0ht4qAicO.jpg,"Mystery, Thriller, Drama",disgust,sadness
83,1139817,Officer Black Belt,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rEaJSXAlNfdhRpDHiNcJsoUa9qE.jpg,"Action, Comedy, Crime",neutral,fear
84,823464,Godzilla x Kong: The New Empire,https://image.tmdb.org/t/p/w600_and_h900_bestv2/z1p34vh7dEOnLDmyCrlUVLuoDzd.jpg,"Action, Adventure, Science Fiction",fear,neutral
85,482600,Japanese Mom,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hq1EaYIqUNrPM3QFYAbnH2UHoX8.jpg,"Romance, Drama",anger,disgust
86,1010161,The Clean Up Crew,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oinz9e5xvcn0hDQZyWUGPJ0oVye.jpg,"Action, Crime, Thriller",disgust,anger
87,9479,The Nightmare Before Christmas,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg,"Fantasy, Animation, Family",anger,disgust
88,3933,Corpse Bride,https://image.tmdb.org/t/p/w600_and_h900_bestv2/isb2Qow76GpqYmsSyfdMfsYAjts.jpg,"Romance, Fantasy, Animation",sadness,neutral
89,198663,The Maze Runner,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ode14q7WtDugFDp78fo9lCsmay9.jpg,"Action, Mystery, Science Fiction, Thriller",neutral,fear
90,120,The Lord of the Rings: The Fellowship of the Ring,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,"Adventure, Fantasy, Action",neutral,anger
91,1320786,Terrifier 4,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2p5KjqH3Qo5JI2u8bUAVopzoekm.jpg,"Horror, Thriller",neutral,joy
92,278,The Shawshank Redemption,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,"Drama, Crime",anger,disgust
93,1066262,The Convert,https://image.tmdb.org/t/p/w600_and_h900_bestv2/e5ZqqPlhKstzB4geibpZh38w7Pq.jpg,"Action, Drama",disgust,sadness
94,923667,Twilight of the Warriors: Walled In,https://image.tmdb.org/t/p/w600_and_h900_bestv2/PywbVPeIhBFc33QXktnhMaysmL.jpg,"Action, Adventure, Crime, Thriller",disgust,sadness
95,1207898,The Jack in the Box: Rises,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oDVjlCTSyF6Fh8Fpm683MyGGnSG.jpg,Horror,fear,disgust
96,231001,All Hallows' Eve,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bSe8CBqK8HkbP6sqZWzcJfQV9Ci.jpg,Horror,fear,disgust
97,335983,Venom,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,"Science Fiction, Action",fear,neutral
98,1073125,In Your Dreams,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rZe2lT3G9C7JrwB7Avu22mVhqFw.jpg,"Romance, Comedy, Drama",fear,neutral
99,1329912,Kung Fu Games,https://image.tmdb.org/t/p/w600_and_h900_bestv2/yjDdBBUEBMvyUiVohZ8T7W2IFl6.jpg,Action,anger,disgust
100,826510,Harold and the Purple Crayon,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qtW6bWUEqfPLaD6KnetIlSG4adf.jpg,"Adventure, Family, Fantasy, Comedy",neutral,disgust
101,940551,Migration,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ldfCF9RhR40mppkzmftxapaHeTo.jpg,"Animation, Action, Adventure, Comedy, Family",neutral,joy
102,1209290,Justice League: Crisis on Infinite Earths Part Three,https://image.tmdb.org/t/p/w600_and_h900_bestv2/a3q8NkM8uTh9E23VsbUOdDSbBeN.jpg,"Animation, Science Fiction, Action",anger,neutral
103,209112,Batman v Superman: Dawn of Justice,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,"Action, Adventure, Fantasy",fear,neutral
104,1226578,Longlegs,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5aj8vVGFwGVbQQs26ywhg4Zxk2L.jpg,"Horror, Crime",fear,neutral
105,214756,Ted 2,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qMOt0uy1x49OBW0jzodgRM9waW0.jpg,"Comedy, Fantasy",neutral,sadness
106,22,Pirates of the Caribbean: The Curse of the Black Pearl,https://image.tmdb.org/t/p/w600_and_h900_bestv2/poHwCZeWzJCShH7tOjg8RIoyjcw.jpg,"Adventure, Fantasy, Action",fear,anger
107,646097,Rebel Ridge,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xEt2GSz9z5rSVpIHMiGdtf0czyf.jpg,"Crime, Action, Thriller, Drama",disgust,anger
108,603692,John Wick: Chapter 4,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,"Action, Thriller, Crime",neutral,fear
109,580489,Venom: Let There Be Carnage,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1MJNcPZy46hIy2CmSqOeru0yr5C.jpg,"Science Fiction, Action, Adventure",neutral,fear
110,704239,The Union,https://image.tmdb.org/t/p/w600_and_h900_bestv2/d9CTnTHip1RbVi2OQbA2LJJQAGI.jpg,"Action, Comedy",disgust,neutral
111,1134424,Mantra Warrior: The Legend of The Eight Moons,https://image.tmdb.org/t/p/w600_and_h900_bestv2/sQE0VegwDa0GHjawfNRr1sFgVE2.jpg,"Animation, Action, Adventure, Fantasy, Science Fiction",joy,neutral
112,1147400,"Miraculous World: Paris, Tales of Shadybug and Claw Noir",https://image.tmdb.org/t/p/w600_and_h900_bestv2/7Md3nuV0ZprBTnkdR3OrUCEsrSP.jpg,"Animation, Adventure, Action, Fantasy, Family",neutral,anger
113,1049574,Darkness of Man,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tsj5oYBRoF5PuTYrfe1Hw6fsxfG.jpg,Action,anger,disgust
114,1284157,TMZ Presents: The Downfall of Diddy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9HparZrsKQ2nEPPWBWjnVnGrsQd.jpg,"Documentary, Crime",fear,neutral
115,693134,Dune: Part Two,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1pdfLvkbY9ohJlCjQH2CZjjYVvJ.jpg,"Science Fiction, Adventure",fear,anger
116,1159311,My Hero Academia: You're Next,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8rdB1wkheEMMqcY8qLAKjCMPcnZ.jpg,"Animation, Action, Adventure, Science Fiction",fear,surprise
117,207703,Kingsman: The Secret Service,https://image.tmdb.org/t/p/w600_and_h900_bestv2/r6q9wZK5a2K51KFj4LWVID6Ja1r.jpg,"Crime, Comedy, Action, Adventure",disgust,neutral
118,1088563,Lassie: A New Adventure,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jGFcaPyEMK25fIs5BSAHrKsi2Q8.jpg,"Adventure, Family",neutral,sadness
119,1001311,Under Paris,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qZPLK5ktRKa3CL4sKRZtj8UlPYc.jpg,"Action, Drama, Horror, Thriller",sadness,disgust
120,1091267,The Well,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8QV86y9ympSjtZfuAeufAeBb9OG.jpg,Horror,anger,fear
121,667538,Transformers: Rise of the Beasts,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gPbM0MK8CP8A174rmUwGsADNYKD.jpg,"Science Fiction, Adventure, Action",fear,neutral
122,260514,Cars 3,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fyy1nDC8wm553FCiBDojkJmKLCs.jpg,"Family, Animation, Adventure, Comedy",surprise,neutral
123,729165,Out of Exile,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jgF5XaXnJmOgMxulhy2k1f9LNNc.jpg,"Thriller, Drama, Action, Crime",fear,anger
124,1225377,The Mouse Trap,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3ovFaFeojLFIl5ClqhtgYMDS8sE.jpg,"Horror, Thriller, Comedy",surprise,neutral
126,938614,Late Night with the Devil,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mu8LRWT9GHkfiyHm7kgxT6YNvMW.jpg,Horror,disgust,fear
127,872585,Oppenheimer,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,"Drama, History",neutral,fear
128,122,The Lord of the Rings: The Return of the King,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,"Adventure, Fantasy, Action",disgust,fear
129,634649,Spider-Man: No Way Home,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,"Action, Adventure, Science Fiction",fear,anger
130,609681,The Marvels,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9GBhzXMFjgcZ3FdR9w3bUMMTps5.jpg,"Science Fiction, Adventure, Action",anger,neutral
131,181808,Star Wars: The Last Jedi,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kOVEVeg59E0wsnXmF9nrh6OmWII.jpg,"Adventure, Action, Science Fiction",neutral,fear
132,1360610,The Menendez Brothers,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zQ32RXVzrNq93TgfKMP4Q3rkzDe.jpg,"Documentary, Crime",fear,disgust
133,1248753,Amber Alert,https://image.tmdb.org/t/p/w600_and_h900_bestv2/sI0WxsgVFE5RkPA7G6PznWRxBEW.jpg,"Thriller, Horror, Drama",fear,neutral
134,385687,Fast X,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,"Action, Crime, Thriller",fear,neutral
135,280180,Beverly Hills Cop: Axel F,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zszRKfzjM5jltiq8rk6rasKVpUv.jpg,"Action, Comedy, Crime",neutral,fear
136,1291594,Beezel,https://image.tmdb.org/t/p/w600_and_h900_bestv2/a9gZxhG98LATZJGy1vWssyjVkk.jpg,"Horror, Thriller",fear,disgust
137,348,Alien,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,"Horror, Science Fiction",fear,disgust
138,1032823,Trap,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jwoaKYVqPgYemFpaANL941EF94R.jpg,"Thriller, Crime",fear,disgust
139,14836,Coraline,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4jeFXQYytChdZYE9JYO7Un87IlW.jpg,"Animation, Family, Fantasy",fear,neutral
140,1172604,Faro,https://image.tmdb.org/t/p/w600_and_h900_bestv2/29QMWjc65fgsDj8W2Z9X0nmiF65.jpg,"Horror, Thriller, Drama",anger,fear
141,863873,Caddo Lake,https://image.tmdb.org/t/p/w600_and_h900_bestv2/sv1IoM6xlCdAoOzUmgB9XTnADC.jpg,"Drama, Mystery, Science Fiction, Thriller",neutral,surprise
142,719221,Tarot,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gAEUXC37vl1SnM7PXsHTF23I2vq.jpg,Horror,fear,anger
143,698343,I Don't Like Younger Men 5,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iyI4yY4bUtWS1demuvjfGj5Jclw.jpg,Romance,neutral,joy
144,671,Harry Potter and the Philosopher's Stone,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,"Adventure, Fantasy",neutral,anger
145,829557,365 Days: This Day,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7qU0SOVcQ8BTJLodcAlulUAG16C.jpg,"Romance, Drama",neutral,anger
146,121,The Lord of the Rings: The Two Towers,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,"Adventure, Fantasy, Action",neutral,fear
147,1094138,Jackpot!,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fOsamTFIyGxjw1jLSKdZYxQBJOT.jpg,"Comedy, Science Fiction, Action",neutral,anger
148,5492,Gunner,https://image.tmdb.org/t/p/w600_and_h900_bestv2/eEkAY5veAnwxUOOlpF62KawkFO9.jpg,"Action, Thriller, Crime",fear,anger
149,799583,The Ministry of Ungentlemanly Warfare,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8aF0iAKH9MJMYAZdi0Slg77RYa2.jpg,"Action, Comedy, War",disgust,neutral
